1	2	48
1	3	171
1	4	52
1	5	164
1	6	309
1	7	168
1	8	210
1	9	103
1	10	172
1	11	39
1	12	30
1	13	541
1	14	113
1	15	129
1	16	54
1	17	85
1	18	85
1	19	54
1	20	173
1	21	232
1	22	143
1	23	70
1	24	192
1	25	363
1	26	741
1	27	84
1	28	336
1	29	259
1	30	192
1	31	215
1	32	97
1	33	103
1	34	229
1	35	331
1	36	57
1	37	151
1	38	118
1	39	92
1	40	382
1	41	90
1	42	388
1	43	245
1	44	134
1	45	65
1	46	95
1	47	265
1	48	47
1	49	163
1	50	26
1	51	175
1	52	153
2	3	157
2	4	52
2	5	164
2	6	132
2	7	71
2	8	215
2	9	120
2	10	74
2	11	21
2	12	102
2	13	1205
2	14	45
2	15	1203
2	16	78
2	17	158
2	18	47
2	19	179
2	20	173
2	21	238
2	22	102
2	23	58
2	24	55
2	25	240
2	26	137
2	27	39
2	28	227
2	29	117
2	30	72
2	31	197
2	32	57
2	33	53
2	34	90
2	35	180
2	36	28
2	37	33
2	38	91
2	39	12
2	40	319
2	41	78
2	42	294
2	43	222
2	44	100
2	45	32
2	46	36
2	47	212
2	48	36
2	49	55
2	50	16
2	51	134
2	52	272
3	4	117
3	5	434
3	6	472
3	7	269
3	8	343
3	9	213
3	10	285
3	11	73
3	12	47
3	13	1082
3	14	209
3	15	251
3	16	212
3	17	225
3	18	114
3	19	78
3	20	243
3	21	1416
3	22	198
3	23	113
3	24	292
3	25	499
3	26	522
3	27	131
3	28	438
3	29	424
3	30	188
3	31	246
3	32	186
3	33	161
3	34	386
3	35	546
3	36	83
3	37	105
3	38	288
3	39	63
3	40	763
3	41	235
3	42	1418
3	43	591
3	44	387
3	45	193
3	46	185
3	47	649
3	48	56
3	49	252
3	50	52
3	51	208
3	52	340
4	5	167
4	6	173
4	7	90
4	8	140
4	9	92
4	10	92
4	11	33
4	12	10
4	13	495
4	14	70
4	15	98
4	16	43
4	17	167
4	18	74
4	19	25
4	20	122
4	21	179
4	22	163
4	23	66
4	24	90
4	25	205
4	26	157
4	27	26
4	28	180
4	29	137
4	30	74
4	31	129
4	32	70
4	33	135
4	34	149
4	35	205
4	36	47
4	37	41
4	38	197
4	39	23
4	40	747
4	41	171
4	42	253
4	43	749
4	44	138
4	45	41
4	46	57
4	47	197
4	48	30
4	49	95
4	50	12
4	51	112
4	52	224
5	6	654
5	7	282
5	8	406
5	9	247
5	10	296
5	11	115
5	12	85
5	13	1407
5	14	271
5	15	302
5	16	141
5	17	332
5	18	208
5	19	113
5	20	305
5	21	587
5	22	439
5	23	214
5	24	296
5	25	579
5	26	518
5	27	104
5	28	518
5	29	460
5	30	242
5	31	333
5	32	194
5	33	326
5	34	463
5	35	832
5	36	109
5	37	123
5	38	582
5	39	99
5	40	2061
5	41	486
5	42	829
5	43	2061
5	44	447
5	45	194
5	46	236
5	47	702
5	48	134
5	49	298
5	50	96
5	51	265
5	52	488
6	7	387
6	8	523
6	9	283
6	10	403
6	11	177
6	12	87
6	13	1481
6	14	916
6	15	367
6	16	169
6	17	231
6	18	188
6	19	152
6	20	390
6	21	665
6	22	344
6	23	280
6	24	466
6	25	885
6	26	775
6	27	170
6	28	780
6	29	611
6	30	427
6	31	546
6	32	237
6	33	279
6	34	563
6	35	2226
6	36	115
6	37	508
6	38	412
6	39	78
6	40	1203
6	41	344
6	42	1068
6	43	890
6	44	381
6	45	153
6	46	280
6	47	701
6	48	187
6	49	351
6	50	198
6	51	442
6	52	413
7	8	277
7	9	160
7	10	934
7	11	72
7	12	65
7	13	755
7	14	119
7	15	206
7	16	126
7	17	151
7	18	95
7	19	104
7	20	210
7	21	409
7	22	165
7	23	110
7	24	280
7	25	470
7	26	507
7	27	213
7	28	419
7	29	934
7	30	260
7	31	284
7	32	155
7	33	151
7	34	317
7	35	441
7	36	101
7	37	180
7	38	195
7	39	59
7	40	537
7	41	149
7	42	597
7	43	406
7	44	175
7	45	93
7	46	109
7	47	380
7	48	64
7	49	208
7	50	17
7	51	244
7	52	247
8	9	1193
8	10	292
8	11	109
8	12	117
8	13	1994
8	14	187
8	15	435
8	16	177
8	17	359
8	18	171
8	19	160
8	20	309
8	21	549
8	22	288
8	23	201
8	24	285
8	25	623
8	26	569
8	27	142
8	28	533
8	29	448
8	30	259
8	31	397
8	32	226
8	33	202
8	34	367
8	35	645
8	36	118
8	37	183
8	38	311
8	39	83
8	40	892
8	41	258
8	42	774
8	43	591
8	44	268
8	45	106
8	46	151
8	47	562
8	48	116
8	49	230
8	50	46
8	51	327
8	52	531
9	10	170
9	11	60
9	12	84
9	13	1194
9	14	106
9	15	267
9	16	118
9	17	274
9	18	121
9	19	105
9	20	205
9	21	353
9	22	198
9	23	145
9	24	132
9	25	360
9	26	326
9	27	92
9	28	301
9	29	260
9	30	120
9	31	242
9	32	129
9	33	113
9	34	211
9	35	369
9	36	74
9	37	77
9	38	211
9	39	47
9	40	569
9	41	179
9	42	461
9	43	357
9	44	170
9	45	62
9	46	90
9	47	326
9	48	84
9	49	132
9	50	14
9	51	187
9	52	372
10	11	77
10	12	67
10	13	799
10	14	124
10	15	216
10	16	129
10	17	156
10	18	96
10	19	106
10	20	215
10	21	427
10	22	170
10	23	120
10	24	287
10	25	486
10	26	529
10	27	223
10	28	430
10	29	1001
10	30	268
10	31	291
10	32	164
10	33	156
10	34	328
10	35	461
10	36	115
10	37	189
10	38	204
10	39	60
10	40	564
10	41	158
10	42	621
10	43	423
10	44	185
10	45	95
10	46	116
10	47	405
10	48	68
10	49	213
10	50	17
10	51	253
10	52	256
11	12	5
11	13	270
11	14	66
11	15	62
11	16	34
11	17	32
11	18	25
11	19	19
11	20	60
11	21	103
11	22	43
11	23	49
11	24	69
11	25	141
11	26	126
