11	27	17
11	28	125
11	29	107
11	30	73
11	31	79
11	32	55
11	33	46
11	34	91
11	35	277
11	36	9
11	37	75
11	38	56
11	39	23
11	40	224
11	41	35
11	42	169
11	43	158
11	44	47
11	45	23
11	46	32
11	47	118
11	48	21
11	49	52
11	50	26
11	51	78
11	52	64
12	13	715
12	14	6
12	15	214
12	16	33
12	17	73
12	18	29
12	19	124
12	20	102
12	21	96
12	22	44
12	23	22
12	24	24
12	25	154
12	26	55
12	27	11
12	28	146
12	29	83
12	30	67
12	31	111
12	32	19
12	33	19
12	34	18
12	35	94
12	36	13
12	37	56
12	38	27
12	39	2
12	40	173
12	41	25
12	42	127
12	43	112
12	44	16
12	45	5
12	46	9
12	47	81
12	48	10
12	49	10
12	50	1
12	51	87
12	52	117
13	14	543
13	15	2100
13	16	490
13	17	1163
13	18	500
13	19	618
13	20	1077
13	21	1743
13	22	922
13	23	650
13	24	682
13	25	1855
13	26	1612
13	27	438
13	28	1625
13	29	1203
13	30	596
13	31	1798
13	32	803
13	33	473
13	34	1066
13	35	2023
13	36	321
13	37	429
13	38	1042
13	39	230
13	40	3067
13	41	915
13	42	2426
13	43	2045
13	44	1385
13	45	478
13	46	624
13	47	2591
13	48	417
13	49	634
13	50	137
13	51	1460
13	52	1941
14	15	111
14	16	70
14	17	90
14	18	64
14	19	43
14	20	144
14	21	284
14	22	122
14	23	132
14	24	157
14	25	307
14	26	238
14	27	50
14	28	265
14	29	212
14	30	110
14	31	167
14	32	105
14	33	100
14	34	247
14	35	916
14	36	32
14	37	58
14	38	167
14	39	7
14	40	467
14	41	138
14	42	420
14	43	351
14	44	166
14	45	64
14	46	102
14	47	286
14	48	96
14	49	157
14	50	76
14	51	137
14	52	150
15	16	162
15	17	295
15	18	164
15	19	616
15	20	395
15	21	438
15	22	281
15	23	150
15	24	167
15	25	571
15	26	371
15	27	110
15	28	522
15	29	313
15	30	178
15	31	526
15	32	104
15	33	117
15	34	200
15	35	481
15	36	58
15	37	128
15	38	183
15	39	34
15	40	673
15	41	157
15	42	592
15	43	423
15	44	164
15	45	54
15	46	77
15	47	351
15	48	98
15	49	130
15	50	30
15	51	393
15	52	517
16	17	145
16	18	67
16	19	73
16	20	145
16	21	610
16	22	124
16	23	72
16	24	86
16	25	230
16	26	183
16	27	51
16	28	213
16	29	177
16	30	75
16	31	145
16	32	49
16	33	59
16	34	139
16	35	218
16	36	31
16	37	47
16	38	113
16	39	16
16	40	321
16	41	94
16	42	610
16	43	197
16	44	97
16	45	42
16	46	57
16	47	150
16	48	39
16	49	83
16	50	15
16	51	105
16	52	205
17	18	164
17	19	120
17	20	238
17	21	401
17	22	266
17	23	107
17	24	127
17	25	348
17	26	235
17	27	62
17	28	307
17	29	228
17	30	98
17	31	281
17	32	93
17	33	129
17	34	191
17	35	274
17	36	34
17	37	60
17	38	232
17	39	19
17	40	729
17	41	196
17	42	487
17	43	495
17	44	174
17	45	45
17	46	82
17	47	276
17	48	50
17	49	115
17	50	13
17	51	197
17	52	1160
18	19	85
18	20	167
18	21	193
18	22	655
18	23	68
18	24	81
18	25	254
18	26	200
18	27	42
18	28	226
18	29	138
18	30	73
18	31	196
18	32	46
18	33	83
18	34	134
18	35	227
18	36	44
18	37	59
18	38	170
18	39	20
18	40	655
18	41	148
18	42	262
18	43	293
18	44	94
18	45	34
18	46	94
18	47	153
18	48	37
18	49	80
18	50	17
18	51	151
18	52	222
19	20	196
19	21	166
19	22	133
19	23	53
19	24	66
19	25	258
19	26	153
19	27	43
19	28	243
19	29	139
19	30	80
19	31	222
19	32	41
19	33	41
19	34	73
19	35	190
19	36	27
19	37	59
19	38	61
19	39	10
19	40	250
19	41	49
19	42	217
19	43	155
19	44	38
19	45	15
19	46	18
19	47	103
19	48	33
19	49	44
19	50	6
19	51	165
19	52	209
20	21	468
20	22	293
20	23	142
20	24	202
20	25	1339
20	26	393
20	27	82
20	28	1339
20	29	293
20	30	181
20	31	500
20	32	118
20	33	133
20	34	304
20	35	506
20	36	75
20	37	120
20	38	210
20	39	44
20	40	672
20	41	171
20	42	607
20	43	451
20	44	205
20	45	79
20	46	108
20	47	344
20	48	97
20	49	190
20	50	30
20	51	356
20	52	416
21	22	328
21	23	191
21	24	393
21	25	817
21	26	715
21	27	195
21	28	737
21	29	605
21	30	269
21	31	471
21	32	262
21	33	224
21	34	524
21	35	801
21	36	118
21	37	166
21	38	412
21	39	81
21	40	1149
21	41	344
21	42	2233
21	43	829
21	44	515
21	45	230
21	46	258
21	47	860
21	48	101
21	49	332
21	50	68
21	51	370
21	52	615
22	23	128
22	24	158
22	25	472
22	26	340
22	27	69
22	28	413
22	29	255
22	30	155
22	31	351
22	32	86
22	33	186
22	34	245
22	35	420
22	36	84
22	37	105
22	38	334
22	39	36
22	40	1436
22	41	302
22	42	461
22	43	634
22	44	174
22	45	59
22	46	145
22	47	284
22	48	64
22	49	142
22	50	34
22	51	267
22	52	385
23	24	104
23	25	276
23	26	178
23	27	34
23	28	240
23	29	208
23	30	110
23	31	330
23	32	52
23	33	60
23	34	137
23	35	1115
23	36	56
23	37	70
23	38	94
23	39	11
23	40	549
23	41	83
23	42	301
23	43	285
23	44	78
23	45	25
23	46	41
23	47	139
23	48	875
23	49	78
23	50	13
23	51	271
23	52	212
24	25	492
24	26	461
24	27	88
24	28	450
24	29	419
24	30	292
24	31	279
24	32	135
24	33	173
24	34	326
24	35	520
24	36	64
24	37	197
24	38	195
24	39	36
24	40	543
24	41	151
24	42	882
24	43	412
24	44	160
24	45	78
24	46	116
24	47	316
24	48	71
24	49	219
24	50	52
24	51	243
24	52	200
25	26	873
25	27	184
25	28	2281
25	29	685
25	30	711
25	31	768
25	32	245
25	33	294
25	34	618
25	35	1089
25	36	150
25	37	340
25	38	405
25	39	92
25	40	1263
25	41	332
25	42	1225
25	43	858
25	44	375
25	45	155
25	46	230
25	47	721
25	48	178
25	49	377
25	50	75
25	51	584
25	52	614
26	27	856
26	28	788
26	29	760
26	30	434
26	31	524
26	32	288
26	33	247
26	34	567
26	35	886
26	36	169
26	37	305
26	38	336
26	39	514
26	40	1110
26	41	263
26	42	1099
26	43	762
26	44	398
26	45	203
26	46	250
26	47	824
26	48	109
26	49	367
26	50	86
26	51	429
26	52	406
27	28	157
27	29	274
27	30	78
27	31	117
27	32	78
27	33	39
27	34	101
27	35	193
27	36	50
27	37	44
27	38	79
27	39	36
27	40	247
27	41	65
27	42	258
27	43	153
27	44	65
27	45	41
27	46	43
27	47	222
27	48	18
27	49	56
27	50	13
27	51	96
27	52	104
28	29	607
28	30	711
28	31	702
28	32	207
28	33	271
28	34	557
28	35	942
28	36	125
28	37	319
28	38	354
28	39	78
28	40	1103
28	41	286
28	42	1089
28	43	760
28	44	319
28	45	141
28	46	203
28	47	625
28	48	160
28	49	334
28	50	66
28	51	535
28	52	547
29	30	375
29	31	416
29	32	233
29	33	232
29	34	503
29	35	722
29	36	140
29	37	248
29	38	313
29	39	72
29	40	862
29	41	247
29	42	912
29	43	640
29	44	309
29	45	146
29	46	191
29	47	608
29	48	128
29	49	327
29	50	45
29	51	353
29	52	376
30	31	262
30	32	99
30	33	184
30	34	284
30	35	471
30	36	46
30	37	241
30	38	163
30	39	38
30	40	482
30	41	123
30	42	496
30	43	358
30	44	115
30	45	63
30	46	99
30	47	279
30	48	72
30	49	174
30	50	32
30	51	223
30	52	171
31	32	65
31	33	154
31	34	295
31	35	826
31	36	81
31	37	203
31	38	210
31	39	74
31	40	782
31	41	181
31	42	685
31	43	495
31	44	150
31	45	30
31	46	99
31	47	231
31	48	261
31	49	183
31	50	43
31	51	1195
31	52	851
32	33	76
32	34	215
32	35	268
32	36	56
32	37	65
32	38	147
32	39	29
32	40	387
32	41	127
32	42	371
32	43	280
32	44	242
32	45	90
32	46	94
32	47	803
32	48	26
32	49	140
32	50	20
32	51	58
32	52	128
33	34	234
33	35	298
33	36	45
33	37	117
33	38	221
33	39	25
33	40	593
33	41	184
33	42	342
33	43	577
33	44	145
33	45	63
33	46	83
33	47	236
33	48	23
33	49	159
33	50	15
33	51	133
33	52	186
34	35	661
34	36	94
34	37	171
34	38	486
34	39	71
34	40	866
34	41	328
34	42	774
34	43	641
34	44	648
34	45	223
34	46	318
34	47	643
34	48	83
34	49	835
34	50	48
34	51	250
34	52	305
35	36	141
35	37	488
35	38	487
35	39	85
35	40	1537
35	41	407
35	42	1277
35	43	1121
35	44	449
35	45	173
35	46	307
35	47	801
35	48	875
35	49	415
35	50	221
35	51	642
35	52	568
36	37	56
36	38	89
36	39	45
36	40	277
36	41	77
36	42	174
36	43	170
36	44	100
36	45	33
36	46	55
36	47	165
36	48	20
36	49	65
36	50	2
36	51	73
36	52	67
37	38	82
37	39	41
37	40	318
37	41	60
37	42	330
37	43	206
37	44	71
37	45	37
37	46	77
37	47	194
37	48	44
37	49	103
37	50	11
37	51	193
37	52	110
38	39	33
38	40	1470
38	41	1338
38	42	597
38	43	812
38	44	528
38	45	165
38	46	258
38	47	635
38	48	49
38	49	314
38	50	48
38	51	167
38	52	329
39	40	181
39	41	25
39	42	114
39	43	138
39	44	68
39	45	42
39	46	39
39	47	122
39	48	4
39	49	48
39	50	2
39	51	64
39	52	46
40	41	1354
40	42	1655
40	43	3038
40	44	891
40	45	309
40	46	472
40	47	1374
40	48	244
40	49	565
40	50	157
40	51	640
40	52	1051
41	42	502
41	43	693
41	44	463
41	45	136
41	46	220
41	47	569
41	48	43
41	49	246
41	50	43
41	51	145
41	52	279
42	43	1169
42	44	706
42	45	290
42	46	374
42	47	1203
42	48	180
42	49	499
42	50	116
42	51	559
42	52	759
43	44	613
43	45	245
43	46	313
43	47	969
43	48	164
43	49	408
43	50	119
43	51	410
43	52	715
44	45	229
44	46	556
44	47	1272
44	48	38
44	49	518
44	50	15
44	51	115
44	52	256
45	46	111
45	47	470
45	48	12
45	49	169
45	50	9
45	51	38
45	52	66
46	47	501
46	48	20
46	49	233
46	50	35
46	51	86
46	52	123
47	48	67
47	49	388
47	50	47
47	51	208
47	52	402
48	49	47
48	50	8
48	51	202
48	52	127
49	50	28
49	51	153
49	52	185
50	51	28
50	52	35
51	52	270
